company,person,position,source,notes
PT Energi Bayu Jeneponto,(no info found),,https://www.adb.org/sites/default/files/project-documents/51209/51209-001-esmr-en_3.pdf,"Searched https://www.adb.org/sites/default/files/project-documents/51209/51209-001-esmr-en_3.pdf — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
PT Energi Selalu Baru (ESB),(no info found),,https://www.nfcindonesia.id/copy-of-esb,"Searched https://www.nfcindonesia.id/copy-of-esb — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
PT Farinda Bersaudara,(no info found),,,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn."
PT Global Alam Lestari,(no info found),,https://globalalamlestari.wordpress.com/,"Searched https://globalalamlestari.wordpress.com/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
PT Gree Energy Hamparan,(no info found),,https://gree-energy.com/project/hamparan/,"Searched https://gree-energy.com/project/hamparan/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
PT Green Ekonomi Sejahtera,(no info found),,XXX,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn."
PT Hamparan Bumi Mas Abadi,(no info found),,https://companieshouse.id/hamparan-bumi-mas-abadi,"Indonesian business registry entry (https://companieshouse.id/hamparan-bumi-mas-abadi) typically lists the founding directors at incorporation but not current leadership. Try news searches in Indonesian (Tempo, Kompas, Bisnis Indonesia) or LinkedIn."
PT Hamparan Eco Semesta,(no info found),,https://www.linkedin.com/company/hes-foundation-yayasan-hamparan-eco-semesta/,Only a LinkedIn URL is available (https://www.linkedin.com/company/hes-foundation-yayasan-hamparan-eco-semesta/). LinkedIn requires authenticated access to view executives. Try the company's own website or news searches.
PT Hatfield Indonesia,(no info found),,https://hatfieldgroup.com/region/indonesia/,"See ""Hatfield Consultants (parent of PT Hatfield Indonesia)"" for parent leadership. Indonesia subsidiary leadership not publicly listed; try hatfieldgroup.com/region/indonesia/."
PT Holland For Water (Navaza),(no info found),,https://global.nazava.com,"See ""Nazava (parent of PT Holland For Water)"" for parent founders. Indonesia-specific leadership shown only by first name on global.nazava.com (e.g. ""Ayie - Country Manager"") — too ambiguous to record. Try LinkedIn."
PT Indika Multi Properti (PT IMP),(no info found),,XXX,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn."
PT Indo Hutan Ekosistem,(no info found),,XXX,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn."
PT Indonesia Power,(no info found),,State company (a part of PLN),"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn."
PT Infrastruktur Terbarukan Adhiguna,(no info found),,https://climatetrade.s3.amazonaws.com/media/projects/documentation/validation/4f495327-5b8b-431a-a949-ef4a0301a49a_EgT7LR0.pdf,"Searched https://climatetrade.s3.amazonaws.com/media/projects/documentation/validation/4f495327-5b8b-431a-a949-ef4a0301a49a_EgT7LR0.pdf — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
PT Infrastruktur Terbarukan Buana,(no info found),,https://climatetrade.s3.amazonaws.com/media/projects/documentation/validation/4f495327-5b8b-431a-a949-ef4a0301a49a_EgT7LR0.pdf,"Searched https://climatetrade.s3.amazonaws.com/media/projects/documentation/validation/4f495327-5b8b-431a-a949-ef4a0301a49a_EgT7LR0.pdf — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
PT Infrastruktur Terbarukan Cemerlang,(no info found),,https://climatetrade.s3.amazonaws.com/media/projects/documentation/validation/4f495327-5b8b-431a-a949-ef4a0301a49a_EgT7LR0.pdf,"Searched https://climatetrade.s3.amazonaws.com/media/projects/documentation/validation/4f495327-5b8b-431a-a949-ef4a0301a49a_EgT7LR0.pdf — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
PT Infrastruktur Terbarukan Lestari,(no info found),,https://climatetrade.s3.amazonaws.com/media/projects/documentation/validation/4f495327-5b8b-431a-a949-ef4a0301a49a_EgT7LR0.pdf,"Searched https://climatetrade.s3.amazonaws.com/media/projects/documentation/validation/4f495327-5b8b-431a-a949-ef4a0301a49a_EgT7LR0.pdf — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
PT Intan Sejati Andalan,(no info found),,https://www.facebook.com/pages/PT.%20Intan%20Sejati%20Andalan/611684005944759/#,"Only a Facebook page is available (https://www.facebook.com/pages/PT.%20Intan%20Sejati%20Andalan/611684005944759/#). Try checking that page's ""About"" section, the company's website, or LinkedIn."
PT Jati Dharma Indah Plywood Industries,(no info found),,https://sinarwijayagroup.com/our-companies/jati+dharma+indah+plywood+industries,"Searched https://sinarwijayagroup.com/our-companies/jati+dharma+indah+plywood+industries — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
PT KALTIM HUTAMA,(no info found),,https://www.sinarwijayagroup.com/our-companies/kaltim+hutama,"Searched https://www.sinarwijayagroup.com/our-companies/kaltim+hutama — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
PT Kandelia Alam,(no info found),,XXX,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn."
PT Konsultan Karbon Lestari,(no info found),,https://www.linkedin.com/company/konsultan-karbon-lestari/?originalSubdomain=id,Only a LinkedIn URL is available (https://www.linkedin.com/company/konsultan-karbon-lestari/?originalSubdomain=id). LinkedIn requires authenticated access to view executives. Try the company's own website or news searches.
PT Mohairson Pawan Khatulistiwa,(no info found),,https://ptmpk.com/id-ds/public/,"Searched https://ptmpk.com/id-ds/public/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
PT Musim Mas,(no info found),,https://cdm.unfccc.int/UserManagement/FileStorage/XF8CZ04RIDNJPK2GWH169O7BQVYETL,"No company website in dataset — URL points to a registry document. Try the project's PDD (Project Design Document) at https://cdm.unfccc.int/UserManagement/FileStorage/XF8CZ04RIDNJPK2GWH169O7BQVYETL for company contact details, or search for the company on companieshouse.id."
PT Navigat Organic Energy Indonesia,(no info found),,https://maxpowergroup.com/contact-us/,"Searched https://maxpowergroup.com/contact-us/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
PT Nusantara Solusi Raya,(no info found),,https://www.alihdayansr.com/,"Searched https://www.alihdayansr.com/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
PT Pagatan Usaha Makmur,(no info found),,https://plumproject.id/,"Searched https://plumproject.id/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
PT Pasadena Biofuel Mandiri,(no info found),,https://www.linkedin.com/company/pt-pasadena-biofuels-mandiri/?originalSubdomain=id,Only a LinkedIn URL is available (https://www.linkedin.com/company/pt-pasadena-biofuels-mandiri/?originalSubdomain=id). LinkedIn requires authenticated access to view executives. Try the company's own website or news searches.
PT Ramang Agro Lestari,(no info found),,XXX,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn."
PT Rimbun Seruyan,(no info found),,XXX,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn."
PT Rize Farm Indonesia,(no info found),,https://www.rize.farm/contact,"Searched https://www.rize.farm/contact — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
PT Rohul Sawit Industri,(no info found),,https://repository.uir.ac.id/3334/7/bab4.pdf,"Searched https://repository.uir.ac.id/3334/7/bab4.pdf — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
PT Sarana Prima Multi Niaga,(no info found),,,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn."
PT Strata Pacific (proponent),(no info found),,https://www.linkedin.com/company/pt-strata-pacific,Only a LinkedIn URL is available (https://www.linkedin.com/company/pt-strata-pacific). LinkedIn requires authenticated access to view executives. Try the company's own website or news searches.
PT Telaga Mas Kalimantan (PT TMK),(no info found),,XXX,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn."
PT Terrathrive Bakti Indonesia,(no info found),,https://plumproject.id/,"Searched https://plumproject.id/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
PT United Kingdom Indonesia Plantations,(no info found),,https://www.angloeastern.co.uk/,"Searched https://www.angloeastern.co.uk/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
PT UPC Sidrap Bayu Energi,(no info found),,https://www.baritorenewables.co.id/en/press-release/barito-renewables-completes-acquisition-of-sidrap-wind-farm--valued-at-us-1022-million-with-funding-support-from-bni,"Searched https://www.baritorenewables.co.id/en/press-release/barito-renewables-completes-acquisition-of-sidrap-wind-farm--valued-at-us-1022-million-with-funding-support-from-bni — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
PT VNV Hutan Indonesia (under incorporation),(no info found),,https://companieshouse.id/vnv-hutan-indonesia,"Indonesian business registry entry (https://companieshouse.id/vnv-hutan-indonesia) typically lists the founding directors at incorporation but not current leadership. Try news searches in Indonesian (Tempo, Kompas, Bisnis Indonesia) or LinkedIn."
PT Wanantara Alesha Sadhana (PT WAS),(no info found),,XXX,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn."
PT Zeus Innavitas,(no info found),,XXX,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn."
PT. Agra Inti Investama,(no info found),,https://www.agracorp.id/,"Searched https://www.agracorp.id/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
PT. Anggrek Mekar Sari,(no info found),,,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn."
PT. Annisa Surya Kencana,(no info found),,https://www.linkedin.com/company/pt-annisa-surya-kencana,Only a LinkedIn URL is available (https://www.linkedin.com/company/pt-annisa-surya-kencana). LinkedIn requires authenticated access to view executives. Try the company's own website or news searches.
PT. Berkat Cipta Abadi (PT. BCA),(no info found),,https://www.volza.com/company-profile/pt-berkat-cipta-abadi-514929/,"Searched https://www.volza.com/company-profile/pt-berkat-cipta-abadi-514929/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
PT. Biru Karbon Nusantara,(no info found),,https://birukarbon.id,"Searched https://birukarbon.id — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
PT. GEMILANG CIPTA NUSANTARA,(no info found),,XXX,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn."
PT. GLOBAL ALAM NUSANTARA,(no info found),,XXX,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn."
PT. Gree Services Indonesia,(no info found),,https://gree-energy.com/contact/,"Searched https://gree-energy.com/contact/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
PT. Hydro Program International,(no info found),,https://cdm.unfccc.int/ProgrammeOfActivities/poa_db/6XP9WZ3HVMJTD0NAOLI8K42FG7QYCS/view,"No company website in dataset — URL points to a registry document. Try the project's PDD (Project Design Document) at https://cdm.unfccc.int/ProgrammeOfActivities/poa_db/6XP9WZ3HVMJTD0NAOLI8K42FG7QYCS/view for company contact details, or search for the company on companieshouse.id."
PT. Karbon Natura Indonesia,(no info found),,https://www.linkedin.com/company/karbon-natura-indonesia/?originalSubdomain=id,Only a LinkedIn URL is available (https://www.linkedin.com/company/karbon-natura-indonesia/?originalSubdomain=id). LinkedIn requires authenticated access to view executives. Try the company's own website or news searches.
PT. Medco LPG Kaji (MLK),(no info found),,https://www.medcoenergi.com/,"Searched https://www.medcoenergi.com/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
PT. Menggala Rambu Utama,(no info found),,https://registry.verra.org/app/projectDetail/VCS/5371,"Searched https://registry.verra.org/app/projectDetail/VCS/5371 — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
PT. Pelita Prima Nusantar,(no info found),,https://technik.id,"Searched https://technik.id — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
PT. Pertamina Geothermal Energy,(no info found),,https://www.pge.pertamina.com/id,"Same entity as ""PT Pertamina Geothermal Energy"" (added by this dataset). See that row for the full board."
PT. PLN (Persero),(no info found),,State company,"Same entity as ""PT PLN (Persero)"" (added by this dataset). See ""PT PLN (Persero)"" rows for the full board."
PT. Rimba Makmur Utama,(no info found),,https://www.weforum.org/organizations/rimba-makmur-utama/,"Searched https://www.weforum.org/organizations/rimba-makmur-utama/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
PT. SINAR MUTIARA NUSANTARA,(no info found),,XXX,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn."
PT. Suntara Gajapati,(no info found),,https://sustainability-dashboard.com/-/pt.-suntara-gajapati,"Searched https://sustainability-dashboard.com/-/pt.-suntara-gajapati — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
PT. Supreme Energy Muara Laboh,(no info found),,https://www.supreme-energy.com/en/assets/pt-supreme-energy-muara-laboh,"Searched https://www.supreme-energy.com/en/assets/pt-supreme-energy-muara-laboh — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
PT. THE BEST ONE UNITIMBER,(no info found),,XXX,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn."
PT. Tiara Asia Permai,(no info found),,https://companieshouse.id/tiara-asia-permai,"Indonesian business registry entry (https://companieshouse.id/tiara-asia-permai) typically lists the founding directors at incorporation but not current leadership. Try news searches in Indonesian (Tempo, Kompas, Bisnis Indonesia) or LinkedIn."
Riau ecosystem restoration,(no info found),,https://www.rekoforest.org/,"Searched https://www.rekoforest.org/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
Ribang Gayo Musara (RGM),(no info found),,https://www.reddprojectsdatabase.org/partner/2177-ribang-gayo-musara-rgm/,"No company website in dataset — URL points to a registry document. Try the project's PDD (Project Design Document) at https://www.reddprojectsdatabase.org/partner/2177-ribang-gayo-musara-rgm/ for company contact details, or search for the company on companieshouse.id."
Rize PTE LTD Singapore,(no info found),,https://www.rize.farm/contact,"Searched https://www.rize.farm/contact — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
SERABBUT,(no info found),,https://www.reddprojectsdatabase.org/partner/2177-ribang-gayo-musara-rgm/,"No company website in dataset — URL points to a registry document. Try the project's PDD (Project Design Document) at https://www.reddprojectsdatabase.org/partner/2177-ribang-gayo-musara-rgm/ for company contact details, or search for the company on companieshouse.id."
Sinetics Accreditation International Taiwan Ltd.,(no info found),,https://www.sinetics.com.tw/,"Searched https://www.sinetics.com.tw/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
Sipef Group,(no info found),,https://www.sipef.com/sipef-indonesia/,"Searched https://www.sipef.com/sipef-indonesia/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
South Pole,(no info found),,https://www.southpole.com/about-us/south-pole-offices,"Same entity as ""South Pole Carbon Asset Management Ltd "" in this dataset — see that row for verified leadership."
South Pole Carbon Asset Management Ltd,(no info found),,https://www.southpole.com/about-us/south-pole-offices,"Searched https://www.southpole.com/about-us/south-pole-offices — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
Star Energy Geothermal (Wayang Windu) Limited,(no info found),,https://www.starenergygeothermal.co.id/,"Subsidiary of Star Energy Geothermal. See ""Star Energy Geothermal (parent of Salak/Wayang Windu subsidiaries)"" for verified Board of Directors. Wayang Windu-specific officers not separately published."
Star Energy Geothermal Salak Ltd,(no info found),,https://www.starenergygeothermal.co.id/salak/,"Subsidiary of Star Energy Geothermal. See ""Star Energy Geothermal (parent of Salak/Wayang Windu subsidiaries)"" for verified Board of Directors. Salak-specific officers not separately published."
Sungai Besar village,(no info found),,https://registry.verra.org/app/projectDetail/VCS/3231,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents."
Sungai Jawi village,(no info found),,https://registry.verra.org/app/projectDetail/VCS/3232,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents."
Syngenera Pte. Ltd,(no info found),,https://www.syngenera.com/,"Searched https://www.syngenera.com/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
Tanjung Harapan village,(no info found),,https://registry.verra.org/app/projectDetail/VCS/3233,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents."
Tasik Malaya village,(no info found),,https://registry.verra.org/app/projectDetail/VCS/3234,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents."
Teluk Nibung village,(no info found),,https://registry.verra.org/app/projectDetail/VCS/3235,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents."
Thryve.Earth PTE LTD,(no info found),,https://www.thryve.earth/,"Searched https://www.thryve.earth/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
UNIQUE forestry and land use GmbH,(no info found),,https://www.unique-landuse.de/en/,"Searched https://www.unique-landuse.de/en/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
"W Investment Co., Ltd.",(no info found),,XXX,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn."
Wildlife Works,(no info found),,https://www.wildlifeworks.com/,"Searched https://www.wildlifeworks.com/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
World Education,(no info found),,https://worlded.org/,"Searched https://worlded.org/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
Yagasu Aceh,(no info found),,https://yagasu.or.id/,Same parent organisation as Yayasan Gajah Sumatera (YAGASU). See YAGASU row(s).
Yayasan Gajah Sumatera (YAGASU),(no info found),,https://yagasu.or.id/contact-us/,"Searched https://yagasu.or.id/contact-us/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
Yayasan Gajah Sumatera Aceh,(no info found),,https://www.reddprojectsdatabase.org/partner/2177-ribang-gayo-musara-rgm/,Aceh chapter of Yayasan Gajah Sumatera (YAGASU). Try yagasu.or.id directly for leadership.
Yayasan Hamparan Eco Semesta,(no info found),,https://www.linkedin.com/company/hes-foundation-yayasan-hamparan-eco-semesta/,Only a LinkedIn URL is available (https://www.linkedin.com/company/hes-foundation-yayasan-hamparan-eco-semesta/). LinkedIn requires authenticated access to view executives. Try the company's own website or news searches.
Yayasan Lengis Hijau,(no info found),,https://assurance-platform.goldstandard.org/project-documents/GS1374,"No company website in dataset — URL points to a registry document. Try the project's PDD (Project Design Document) at https://assurance-platform.goldstandard.org/project-documents/GS1374 for company contact details, or search for the company on companieshouse.id."
Yayasan Pemilahan Sampah Temesi,(no info found),,https://temesirecycling.com,"Searched https://temesirecycling.com — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
Yayasan Rumah Energy (YRE),(no info found),,https://www.rumahenergi.org/en/about,"Same entity as ""Yayasan Rumah Energi (YRE)"" (correct Indonesian spelling). See that row for full board."
"YL Forest Co.,Ltd.",(no info found),,https://ylforest.co.jp/en-top/en-information/,"Searched https://ylforest.co.jp/en-top/en-information/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id."
Zero Carbon Forestry Management Pte Ltd,(no info found),,https://www.linkedin.com/company/zcf-investments/,Only a LinkedIn URL is available (https://www.linkedin.com/company/zcf-investments/). LinkedIn requires authenticated access to view executives. Try the company's own website or news searches.
